"","gene_id","S00CWT11","S00D1D11","S00D2B11","S00D3911","S00D4711","S00D5511","S00XUN11"
"9594","ENSG00000152894.13",13,10,0,6,9,3,0
"9595","ENSG00000152904.10",1113,852,788,1018,985,846,1097
"9596","ENSG00000152910.17",0,0,0,0,0,0,0
"9597","ENSG00000152926.13",5522.11,2041.22,4033.58,4221.87,5959.34,5791.87,2687.14
"9598","ENSG00000152931.7",0,0,0,0,0,1,0
"9599","ENSG00000152932.7",10,4,106,66,2,0,1
"9600","ENSG00000152936.9",0,0,0,0,0,0,0
"9601","ENSG00000152939.13",19,159,56,86,11,8,5
"9602","ENSG00000152942.17",2186,1077,1379,1729,1552,1103,1204
"9603","ENSG00000152944.7",3392,1755,1944,2716,2279,1787,1828
"9604","ENSG00000152952.10",0,0,0,0,0,0,0
"9605","ENSG00000152953.11",409,169,10,29,197,98,215
"9606","ENSG00000152954.10",0,0,0,0,0,0,0
"9607","ENSG00000152969.15",15,10,0,0,10,9,4
"9608","ENSG00000152977.8",0,0,0,0,0,0,0
"9609","ENSG00000152990.12",3773.69,766.81,4064.62,4632.93,957.84,506.91,2626.92
"9610","ENSG00000153002.10",10,0,5,1,0,0,0
"9611","ENSG00000153006.13",2455,1223,1020,1659,1549,1049,1300
"9612","ENSG00000153012.10",0,0,0,0,0,0,0
"9613","ENSG00000153015.14",1235,874,969,1114,1403,995,800
"9614","ENSG00000153029.13",2049,2638,1400,1405,2621,1691,2116
"9615","ENSG00000153037.11",1169.92,828.59,746.19,962,1050.51,531.56,543.63
"9616","ENSG00000153044.8",488,339,175,186,276,131,210
"9617","ENSG00000153046.16",2267,1363,1593,1723,1973,1824,2716
"9618","ENSG00000153048.9",537,574,263,237,547,375,630
"9619","ENSG00000153060.6",1,2,3,8,1,4,7
"9620","ENSG00000153064.10",1589,656,84,55,1006,771,49
"9621","ENSG00000153066.11",1393,2113,1263,1373,1495,1050,1502
"9622","ENSG00000153071.13",270,920,677,928,662,181,1562
"9623","ENSG00000153086.12",0,0,0,0,0,0,0
"9624","ENSG00000153093.17",0,1,2,1,0,0,1
"9625","ENSG00000153094.20",722,2303,82,117,3209,522,318
"9626","ENSG00000153107.10",7732.45,4344.38,5841.41,6510.94,6838.89,6413.19,6427.76
"9627","ENSG00000153113.22",1804,10893,4392,6964,8336,3368,9784
"9628","ENSG00000153130.16",1354,926,731,1214,534,147,442
"9629","ENSG00000153132.11",111,6,17,2,0,0,56
"9630","ENSG00000153140.7",522,300,207,373,483,338,292
"9631","ENSG00000153147.5",8255,7362,7259,8202,9687,5150,6945
"9632","ENSG00000153157.11",130,0,23,35,65,151.46,11
"9633","ENSG00000153162.8",7,9,3,7,52,22,2
"9634","ENSG00000153165.17",51.39,45.46,63.69,58.71,32.59,14.4,38.17
"9635","ENSG00000153179.10",790,2917,645,853,2789,1298,1708
"9636","ENSG00000153187.15",30212.77,32682.11,25313.18,28554.15,31484.75,22876.61,24851.1
"9637","ENSG00000153201.14",18615.02,24628.75,25969.06,24694.78,29813.34,13707.47,15724.02
"9638","ENSG00000153207.13",5863.98,7239.82,5631.37,5585.97,8205.52,4411.8,5510.8
"9639","ENSG00000153208.15",640,808,352,309,2153,1501,1131
"9640","ENSG00000153214.8",1635,2126,1639,2592,2518,1632,2408
"9641","ENSG00000153230.4",0,1,8,9,5,6,4
"9642","ENSG00000153233.11",15,0,0,0,8,4,0
"9643","ENSG00000153234.12",421,4348,253,195,1652,365,947
"9644","ENSG00000153237.16",18,11,7,11,61,36,13
"9645","ENSG00000153246.10",1,2,19,52,0,1,1
"9646","ENSG00000153250.16",1950.87,5244.95,4381.69,5632.73,4984.81,1440.91,2741.23
"9647","ENSG00000153253.14",28,14,14.18,5.07,10,1,1381.79
"9648","ENSG00000153266.11",0,0,0,0,0,0,0
"9649","ENSG00000153283.11",11007,4069,48,99,12414,17539,41
"9650","ENSG00000153291.14",11,2,48,52,2,0,0
"9651","ENSG00000153292.14",24,0,3,5,0,0,1
"9652","ENSG00000153294.10",0,0,0,1,0,0,0
"9653","ENSG00000153303.15",0,0,0,0,0,0,0
"9654","ENSG00000153310.17",2819,7923,3197,3892,6882,2849,2171
"9655","ENSG00000153317.13",1337,2425,688,597,2859,725,785
"9656","ENSG00000153339.12",5069,5211,4479,5862,7253,4138,4432
"9657","ENSG00000153347.8",19,56,56,127,63,90,141
"9658","ENSG00000153363.11",188,170,170,285,57,91,68
"9659","ENSG00000153391.14",535,280,368,409,167,106,380
"9660","ENSG00000153395.8",494,2455,418,640,1971,1399,1174
"9661","ENSG00000153404.12",0,1,70,155,0,0,2
"9662","ENSG00000153406.12",885,721,381,496,656,1651,951
"9663","ENSG00000153443.11",282,172,129,159,130,289,268
"9664","ENSG00000153446.14",0,0,1,4,0,1,0
"9665","ENSG00000153485.5",423,246,142,217,166,116,147
"9666","ENSG00000153487.12",698,678,442,470,622,483,1145
"9667","ENSG00000153495.9",3,7,2,4,2,2,1
"9668","ENSG00000153498.10",0,0,0,0,0,0,0
"9669","ENSG00000153531.11",29,17,30,20,5,6,14
"9670","ENSG00000153551.12",688,1221,631,827,1322,1601,1586
"9671","ENSG00000153558.12",13,14,61,219,7,0,0
"9672","ENSG00000153560.10",3534,3827,3315,4053,4056,3071,4119
"9673","ENSG00000153561.11",8217,5088,5288,7091,6289,3238,5754
"9674","ENSG00000153563.14",174,61,11,9,88,43,17
"9675","ENSG00000153574.8",1185,568,368,371,674,920,630
"9676","ENSG00000153684.13",0,0,0,0.5,0,0,0
"9677","ENSG00000153707.14",18,3,267,185,62,16,2
"9678","ENSG00000153714.5",0,0,0,0,0,0,0
"9679","ENSG00000153721.16",1657,110,411.09,429.27,1801.61,3860.52,156.26
"9680","ENSG00000153767.8",733,375,277,521,405,520,546
"9681","ENSG00000153774.7",1368,903.83,965,1040,1297.8,1248.94,918.8
"9682","ENSG00000153779.9",0,0,0,0,0,0,0
"9683","ENSG00000153786.11",2240,3427,1567,1394,2369,1927,2076
"9684","ENSG00000153789.11",0,0,0,0,0,0,0
"9685","ENSG00000153790.10",136,119,107,125,122,122,181
"9686","ENSG00000153802.10",3,2,2,0,0,0,1
"9687","ENSG00000153814.10",293,1215,170,156,254,10,40
"9688","ENSG00000153815.15",1092,1809,1235,953,1944,1801,1963
"9689","ENSG00000153820.11",0,0,0,0,0,0,0
"9690","ENSG00000153822.12",2,3,0,0,0,0,0
"9691","ENSG00000153823.17",0,711,5,7,27,0,0
"9692","ENSG00000153827.12",18976,18193,15407,17906,28644,18483,17216
"9693","ENSG00000153832.10",147.95,82,118,145,171,145,138
"9694","ENSG00000153879.7",1724,2072,1860,3065,1876,1578,2060
"9695","ENSG00000153885.13",500,471,517,656,1013,1596,934
"9696","ENSG00000153896.16",96,44,135,237,76,113,189
"9697","ENSG00000153898.11",24,56,2,3,13,5,7
"9698","ENSG00000153902.12",15,8,2,3,7,4,29
"9699","ENSG00000153904.17",6,6,18,43,2,2,9
"9700","ENSG00000153914.14",18333,17946,20353,25516,14998,6888,9515
"9701","ENSG00000153922.9",14173,18058,11597,11082,13151,7319,8557
"9702","ENSG00000153923.9",0,1,0,0,0,0,0
"9703","ENSG00000153930.9",12,0,1,1,2,8,0
"9704","ENSG00000153933.8",675,1303,799,938,2429,2852,1163
"9705","ENSG00000153936.15",2300.41,1953.21,1544.62,2283.86,2692.27,1673.65,1964
"9706","ENSG00000153944.9",9806,11557,25889,22060,7383,10431,28576
"9707","ENSG00000153956.14",0,3,0,0,0,0,0
"9708","ENSG00000153975.8",926,659,932,1104,1134,967,714
"9709","ENSG00000153976.2",6.34,12.81,8.34,13.18,3.06,29.26,16.71
"9710","ENSG00000153982.9",710,116,177,284,169,225,433
"9711","ENSG00000153989.7",2483.06,2401.42,2077.54,2743.75,3026.72,1150.91,1262.1
"9712","ENSG00000153993.12",4,12,5,27,3,0,0
"9713","ENSG00000154001.12",2563.95,2240,2497,3368,2910,1370,2094
"9714","ENSG00000154007.6",0,0,0,0,0,0,0
"9715","ENSG00000154016.12",810.17,383.1,542.71,447.74,740.6,1263.4,966.98
"9716","ENSG00000154025.14",283,187,1,4,116,265,19
"9717","ENSG00000154027.17",11,48,4,11,19,15,1335
"9718","ENSG00000154040.19",9,7,0,10,17,27,10
"9719","ENSG00000154059.8",965,1546,1067,993,1594,946,1337
"9720","ENSG00000154065.15",0,0,9,5,4,0,0
"9721","ENSG00000154079.5",219,148,141,147,200,213,158
"9722","ENSG00000154080.11",0,0,0,0,0,0,0
"9723","ENSG00000154096.12",0,0,0,0,1,3,0
"9724","ENSG00000154099.16",12,163,1,0,38,1,2
"9725","ENSG00000154102.9",13,167,154,126,131,113,391
"9726","ENSG00000154114.11",3187,1388,1484,1463,1115,553,1202
"9727","ENSG00000154118.11",0,0,0,1,12,3,0
"9728","ENSG00000154122.11",405,47,17,20,42,8,38
"9729","ENSG00000154124.4",3165,2921,2188,2495,3180,2161,1972
"9730","ENSG00000154127.8",3777,2820,1809,1524,10463,14862,8852
"9731","ENSG00000154133.13",0,65,20,19,45,6,387
"9732","ENSG00000154134.13",8,416,273,244,290,183,539
"9733","ENSG00000154143.2",3,0,0,0,0,0,0
"9734","ENSG00000154144.11",3147,2202,1958,1978,1892,1771,1864
"9735","ENSG00000154146.11",8,324,3,2,146,258,56
"9736","ENSG00000154153.12",112,21,1,3,453,572,789
"9737","ENSG00000154162.12",0,0,0,0,0,0,0
"9738","ENSG00000154165.4",61,11,0,1,32,0,3
"9739","ENSG00000154174.7",4314,2272,2721,3238,4291,2543,2710
"9740","ENSG00000154175.15",6,2,1,3,0,0,0
"9741","ENSG00000154188.8",2059,6763,11991,7991,14398,21566,13170
"9742","ENSG00000154198.13",0,0,0,0,0,0,0
"9743","ENSG00000154217.13",2546,444,234,240,994,1479,703
"9744","ENSG00000154222.13",1577,2027,1302,1503,1184,2320,2842
"9745","ENSG00000154227.12",5,6,3,8,0,0,2
"9746","ENSG00000154229.10",112,1807,40,20,1911,2031,4
"9747","ENSG00000154237.11",1844,2918,754,734,3217,4086,4380
"9748","ENSG00000154240.15",9,16,34,60,114,33,26
"9749","ENSG00000154252.11",2,5,7,1,12,106,1
"9750","ENSG00000154258.15",3,87,77,24,1760,124,24
"9751","ENSG00000154262.11",6,151,99,39,222,23,47
"9752","ENSG00000154263.16",14,61,136,139.21,24,6,13
"9753","ENSG00000154265.14",445,1368,2048,2115.79,62,5,40
"9754","ENSG00000154269.13",130,17,94,159,70,31,9
"9755","ENSG00000154274.13",0,0,2,0,0,1,0
"9756","ENSG00000154277.11",0,2,4,2,0,0,0
"9757","ENSG00000154305.15",4584,3579,4501,5112,4285,3017,2990
"9758","ENSG00000154309.8",244,157,257,408,238,250,233
"9759","ENSG00000154310.15",1583,199,679,422,520,1550,565
"9760","ENSG00000154316.13",2,1,2,6,7,2,1
"9761","ENSG00000154319.13",18,3,34,63,17,4,22
"9762","ENSG00000154328.14",126,157,211,169,182,395,417
"9763","ENSG00000154330.11",0,1,2,2,71.88,2,5
"9764","ENSG00000154342.5",0,1,0,0,0,0,0
"9765","ENSG00000154358.18",318,805,2059,2966,1098,3043,3802
"9766","ENSG00000154359.11",1677,2427,2478,2342,1390,783,1596
"9767","ENSG00000154370.12",1189,1272,1127,981,775,1185,1650
"9768","ENSG00000154380.15",1,107,23,20,272,79,17
"9769","ENSG00000154415.6",0,0,0,0,0,1,0
"9770","ENSG00000154429.9",1072,1519,742,907,1530,757,1334
"9771","ENSG00000154438.6",0,0,0,0,0,0,0
"9772","ENSG00000154447.13",592,951,796,870,1102,1156,1323
"9773","ENSG00000154451.13",1268,4203,2294,3679,4278,3002,1317
"9774","ENSG00000154473.16",5033,2908,2658,3957,4367,4465,2559
"9775","ENSG00000154478.3",0,0,0,0,0,0,0
"9776","ENSG00000154479.11",9,21,26,50,35,67,42
"9777","ENSG00000154485.4",11,10,9,4,8,9,1
"9778","ENSG00000154493.16",0,0,0,0,0,0,0
"9779","ENSG00000154511.10",32,37,13,3,167,62,52
"9780","ENSG00000154518.8",2434,3216,1992,2186,3330,2500,1766
"9781","ENSG00000154529.13",0,2.56,0,5,0,0,0
"9782","ENSG00000154537.4",2,14,1,0,2,6.54,5
"9783","ENSG00000154545.15",0.67,20.03,49.66,5.49,157.61,161.51,7.78
"9784","ENSG00000154548.8",74,6,46,58,55,36,227
"9785","ENSG00000154553.12",0,0,0,0,0,0,1
"9786","ENSG00000154556.16",0,3,1,2,1,0,2
"9787","ENSG00000154582.15",962,813,512,725,850,526,613
"9788","ENSG00000154589.5",27,474,16,26,407,25,17
"9789","ENSG00000154608.12",112.81,94.16,103.73,145.39,179.63,170.28,124.97
"9790","ENSG00000154611.13",81,1,0,0,69,53,0
"9791","ENSG00000154620.5",0,0,0,0,116,176,265
"9792","ENSG00000154639.17",684,3,7,3,0,0,0
"9793","ENSG00000154640.13",187,712,458,495,594,300,321
"9794","ENSG00000154642.9",10861,1277,1471,3452,1804,1845,1313
"9795","ENSG00000154645.12",28,2,3,13,7,11,0
"9796","ENSG00000154646.7",0,0,0,0,0,0,0
"9797","ENSG00000154654.13",0,21,1,2,0,0,0
"9798","ENSG00000154655.13",10,4,2,0,1658,1592,2078
"9799","ENSG00000154678.15",0,3,3,3,1,0,525
"9800","ENSG00000154710.14",1454,2278,1071,1143,1804,1517,1206
"9801","ENSG00000154719.12",519,426,466,594,606,394,254
"9802","ENSG00000154721.13",2,5,3,3,6,12,25
"9803","ENSG00000154723.11",1002,869,844,965,985,772,833
"9804","ENSG00000154727.9",3912.65,2537.48,1997.7,2930.24,2910.64,1569.61,1750.3
"9805","ENSG00000154734.13",25,94,1394,1092,0,3,2
"9806","ENSG00000154736.5",0,40,20,10,0,0,0
"9807","ENSG00000154743.16",1068,630,980,856,825,1136,1033
"9808","ENSG00000154760.12",2969.93,840.27,621.66,276.14,1181.32,721.14,167.42
"9809","ENSG00000154764.5",3,1,0,0,0,0,0
"9810","ENSG00000154767.13",1510,2454,2140,1889,1627,2127,2824
"9811","ENSG00000154781.14",1131,681,1213,1090,1007,1018,1094
"9812","ENSG00000154783.9",0,1,1,0,0,11,0
"9813","ENSG00000154803.11",2600,930,497,622.59,868.05,1326.39,1736.38
"9814","ENSG00000154813.8",841,967,603,1019,1018,443,500
"9815","ENSG00000154814.12",1583,748,1060,1399,1097,1299,1056
"9816","ENSG00000154822.14",3442,3296,1207,864,4033,1589,2657
"9817","ENSG00000154832.13",1798,1590,968,1070,1130,2077,1607
"9818","ENSG00000154839.8",63,98,30,26,62,24,42
"9819","ENSG00000154845.14",3641,4032,4197,4834,5474,3791,4928
"9820","ENSG00000154856.11",0,41,4,3,157,1,0
"9821","ENSG00000154864.10",3,210,4410,3510,1,4,84
"9822","ENSG00000154874.13",10516.3,5737.07,5804.54,5226.57,7543.85,6029.96,9825.86
"9823","ENSG00000154889.15",1901.87,1615.66,1320,1435.73,1188,1194.92,1610
"9824","ENSG00000154898.14",658.57,1459.24,852.01,602.84,2613.78,2152.04,505.71
"9825","ENSG00000154914.15",94,149,341,351,157,408,629
"9826","ENSG00000154917.9",5,23,6,37,2,4,175
"9827","ENSG00000154920.13",126,130,53,40,141,105,137
"9828","ENSG00000154928.15",24,8,29,30,70,37,19
"9829","ENSG00000154930.13",5092,1817,1958,2532,1972,3953,5650
"9830","ENSG00000154945.6",1397,1694,992,1191,1420,1275,2403
"9831","ENSG00000154957.12",674.31,625.38,924.74,763.74,652.65,765.65,917.86
"9832","ENSG00000154975.12",0,0,0,0,0,0,0
"9833","ENSG00000154978.11",685.41,2343.69,705.64,651.69,1315.01,952.75,566.77
"9834","ENSG00000154997.8",0,0,0,0,0,0,0
"9835","ENSG00000155008.12",1566,915,917,1057,984,521,807
"9836","ENSG00000155011.7",3,172,12,12,0,0,0
"9837","ENSG00000155016.16",41,309,75,92,162,118,433
"9838","ENSG00000155026.15",37,1.51,18.67,13.31,4.42,4,4.52
"9839","ENSG00000155034.17",167,115,96,99,165,354,205
"9840","ENSG00000155052.14",0,0,0,0,0,4,0
"9841","ENSG00000155066.14",25,7,25,27,30,54,12
"9842","ENSG00000155070.8",0,0,0,0,0,0,1
"9843","ENSG00000155085.14",1041,540,1281,1391,874,963,1032
"9844","ENSG00000155087.3",0,0,0,0,1,0,0
"9845","ENSG00000155090.13",2185,10808,1246,3061,5035,2579,4595
"9846","ENSG00000155093.16",30,142,155,137,54,73,40
"9847","ENSG00000155096.12",9689,10952,7265,6816,7526,3458,5701
"9848","ENSG00000155097.10",3779,2181,1184,1482,3386,1801,1913
"9849","ENSG00000155099.6",127,802,252,452,439,231,481
"9850","ENSG00000155100.9",1705,1161,1428,2195,1267,1120,775
"9851","ENSG00000155111.13",7076,2838,3910,3789,2812,1795,2823
"9852","ENSG00000155115.6",1237,1071,1007,1044,1229,984,895
"9853","ENSG00000155158.19",265,1221,196,180,783,976,71
"9854","ENSG00000155189.10",7742,1583,1927,2903,2360,1756,2098
"9855","ENSG00000155229.19",2563,1904,1865,2268,2900,3620,3170
"9856","ENSG00000155249.4",0,0,0,0,0,0,0
"9857","ENSG00000155252.13",88,742,116,127,1249,195,34
"9858","ENSG00000155254.11",20,680,586,890,602,1092,742
"9859","ENSG00000155256.16",1523,969,1142,1110,1089,1932,1453
"9860","ENSG00000155265.9",19,6,3,11,10,6,3
"9861","ENSG00000155269.10",0,0,0,0,0,1,0
"9862","ENSG00000155275.17",1002,544,718,695,608,1141,1469
"9863","ENSG00000155287.9",797,1471,752,864,794,1095,1573
"9864","ENSG00000155304.5",2160,2299,1959,3499,1764,851,1188
"9865","ENSG00000155307.16",1841,6046,1182,1234,5148,1993,1196
"9866","ENSG00000155313.14",4778,8081,3976,4432,6746,3928,4581
"9867","ENSG00000155324.8",213,114,164,181,204,125,216
"9868","ENSG00000155329.10",791,543,371,737,420,417,399
"9869","ENSG00000155330.8",1153,743,707,799,1163,640,709
"9870","ENSG00000155363.17",1242,1978,1255,1139,2318,3221,5543
"9871","ENSG00000155366.15",131,505,432,880.54,1163.33,1124.81,1640
"9872","ENSG00000155367.14",2,19,7,4.63,38.59,20.67,23
"9873","ENSG00000155368.15",1098,3590,3420,4243,3872,3481,2595
"9874","ENSG00000155380.10",116,891,540,1016,1638,780,1040
"9875","ENSG00000155393.11",829,1331,1014,1495,1723,1173,590
"9876","ENSG00000155428.11",63.59,11.2,30.75,19.05,0,41.4,125.21
"9877","ENSG00000155438.10",1854,1060,1559,1973,2046,1551,1097
"9878","ENSG00000155463.11",2828,2750,2173,2332,3079,3649,3356
"9879","ENSG00000155465.17",90,3892,83,118,2945,124,140
"9880","ENSG00000155495.8",0,0,0,0,0,0,0
"9881","ENSG00000155506.15",11477,5445,4802,5112,5098,8004,10172
"9882","ENSG00000155508.12",6875,3674,4473,4887,4431,2639,3986
"9883","ENSG00000155511.16",0,0,0,0,0,0,0
"9884","ENSG00000155530.2",70,85,130,148,116,166,11
"9885","ENSG00000155542.10",276,364,475,427,211,148,254
"9886","ENSG00000155545.18",1438,1274,1552,2246,1059,822,1105
"9887","ENSG00000155561.13",5201,4470,4782,5292,7660,5607,5453
"9888","ENSG00000155592.14",817,476,864,848,673,616,1007
"9889","ENSG00000155621.13",445,231,285,410,332,423,449
"9890","ENSG00000155622.6",0,0,0,0,0,0,0
"9891","ENSG00000155629.13",4904,17299,3580,4816,13830,4745,7869
"9892","ENSG00000155636.13",564,612,604,789,787,733,553
"9893","ENSG00000155640.6",2854,2194,2611,2898,3894,2898,3480
"9894","ENSG00000155657.22",6774,1723,5873.66,3222,5587,221,583
"9895","ENSG00000155659.13",14,219,19,11,283,5,38
"9896","ENSG00000155660.9",3155,3720,1967,2639,4073,2234,2550
"9897","ENSG00000155666.10",208,119,195,155,104,206,307
"9898","ENSG00000155714.12",0,0,1,0,0,0,0
"9899","ENSG00000155719.15",7.91,34.51,13.01,9.77,11.69,3,0
"9900","ENSG00000155729.11",1073,910,758,758,805,864,1248
"9901","ENSG00000155744.8",3222,3161,2181,3430,3282,2230,2457
"9902","ENSG00000155749.11",145,127,116,149,210,305,65
"9903","ENSG00000155754.13",3,10,0,0,1,1,0
"9904","ENSG00000155755.17",399,315.5,388.32,547,504.03,318.75,324.13
"9905","ENSG00000155760.2",34,70,18,49,57,156,130
"9906","ENSG00000155761.12",0,13,8,8,7,0,0
"9907","ENSG00000155792.8",4386,1009,1442,1795,870,1492,2427
"9908","ENSG00000155816.18",0,0,0,0,0,3,0
"9909","ENSG00000155827.10",2110,1558,1736,1924,2165,1655,1939
"9910","ENSG00000155833.13",0,0,0,0,0,0,0
"9911","ENSG00000155846.15",774,2113,675,822,1705,1709,1678
"9912","ENSG00000155849.14",10136,8416,7459,8052,17696,26297,13524
"9913","ENSG00000155850.7",3570,2590,4047,6163,2479,2128,1771
"9914","ENSG00000155858.5",403,336,345,531,414,493,662
"9915","ENSG00000155868.7",789,704,582,699,705,538,639
"9916","ENSG00000155875.12",6,1,4,4,1,0,1
"9917","ENSG00000155876.5",944,1023,984,1165,996,722,1109
"9918","ENSG00000155886.10",0,0,0,0,5,2,3
"9919","ENSG00000155890.3",0,0,0,0,0,0,0
"9920","ENSG00000155893.10",209,148,176,203,368,118,202
"9921","ENSG00000155897.8",0,0,7,14,0,0,0
"9922","ENSG00000155903.10",2383,2991,3475,3736,3800,2188,1166
"9923","ENSG00000155906.15",680,392,628,596,669,561,500
"9924","ENSG00000155918.6",0,0,0,0,0,0,0
"9925","ENSG00000155926.12",3908,3442,3647,1372,5175,1957,772
"9926","ENSG00000155957.15",2399,3407.33,1866.84,2304.77,2264.57,1252.6,1165.74
"9927","ENSG00000155959.9",1492,1468,1391,1808,1775,918,869
"9928","ENSG00000155961.4",138,98,242,283,283,231,253
"9929","ENSG00000155962.11",229,556,122,410,2818,1464,1497
"9930","ENSG00000155966.12",3760.53,405.52,329,431.06,306,542.51,43.81
"9931","ENSG00000155970.10",443,206,5,2,276,246,295
"9932","ENSG00000155974.10",2,173,85,18,81,4,24
"9933","ENSG00000155975.8",3347,2326,2620,4355,3233,2986,3306
"9934","ENSG00000155980.10",11,0,1,0,0,0,0
"9935","ENSG00000156006.4",0,0,2,0,0,0,0
"9936","ENSG00000156009.8",0,0,0,0,0,0,0
"9937","ENSG00000156011.15",177,242,854,849,974,827,784
"9938","ENSG00000156017.11",2096,1186,970,1374,964,715,811
"9939","ENSG00000156026.13",580,763,476,507,1074,597,376
"9940","ENSG00000156030.11",4054,6244,3742,3308,3638,4561,9233
"9941","ENSG00000156042.16",688,269,328,350,211,186,176
"9942","ENSG00000156049.6",7,49,36,20,12,6,0
"9943","ENSG00000156050.7",204.81,210.91,311.7,373.11,228,310.8,736.86
"9944","ENSG00000156052.9",22700.84,13535.94,11770.97,14591.96,12180.94,6568.99,8138.96
"9945","ENSG00000156076.8",1,0,0,0,0,0,0
"9946","ENSG00000156096.11",0,0,0,0,0,0,0
"9947","ENSG00000156097.11",2,7,6,10,8,7,5
"9948","ENSG00000156103.14",4,1,378,345,4,3,1
"9949","ENSG00000156110.12",1174.48,1492.83,1590.04,1795.56,2670.77,1932.51,1500.02
"9950","ENSG00000156113.19",0,6,17,15,1,0,0
"9951","ENSG00000156127.6",165,230,85,151,404,524,160
"9952","ENSG00000156136.8",2863,2237,1800,2053,2679,1811,1981
"9953","ENSG00000156140.7",374,1,1072,646,0,0,1
"9954","ENSG00000156150.6",0,0,0,0,2,2,0
"9955","ENSG00000156162.15",2756,1589,1720,3283,1469,1137,1844
"9956","ENSG00000156170.11",916,449,763,816,738,715,904
"9957","ENSG00000156171.13",1591,2223,1316,1596,2268,872,1162
"9958","ENSG00000156172.5",229,92,204,285,171,141,270
"9959","ENSG00000156194.16",5,5,5,9,27,31,11
"9960","ENSG00000156206.12",16,15,12,24,9,5,22
"9961","ENSG00000156218.11",0,0,2,2,0,0,1
"9962","ENSG00000156219.15",0,0,1,2,1,0,0
"9963","ENSG00000156222.10",0,0,0,0,0,0,0
"9964","ENSG00000156232.7",884.62,663.1,629.17,581.4,895,674,1077.25
"9965","ENSG00000156234.7",2,0,3,1,1,0,0
"9966","ENSG00000156239.10",820,96,325,472,293,515,401
"9967","ENSG00000156253.5",414,182,266,338,296,213,183
"9968","ENSG00000156256.13",3141,4416,4017,4003,3998,2103,2640
"9969","ENSG00000156261.11",7722.01,5178,5450,6030.85,8519,4651,4553
"9970","ENSG00000156265.14",225,122,146,184,574,276,147
"9971","ENSG00000156269.4",0,0,0,0,0,0,0
"9972","ENSG00000156273.14",8502,14304,12045.71,10909.58,19330,5689,7675
"9973","ENSG00000156282.4",0,0,0,0,0,0,0
"9974","ENSG00000156284.5",0,0,0,0,0,0,0
"9975","ENSG00000156298.11",2221,0,1,5,11,2,642
"9976","ENSG00000156299.11",128,91,220,240,67,31,11
"9977","ENSG00000156304.13",1956,1398,2043,1834,1868,1325,1958
"9978","ENSG00000156313.11",1282,1054,1131,1706,789,676,715
"9979","ENSG00000156345.16",50,126,119,111,3,1,0
"9980","ENSG00000156374.13",331,311,216,310,286.98,181,264.05
"9981","ENSG00000156381.7",441,248,14,40,178,292,57
"9982","ENSG00000156384.13",471,453,234,311,270,185,352
"9983","ENSG00000156395.11",2,1,0,0,0,0,0
"9984","ENSG00000156398.11",669,410,380,312,425,560,549
"9985","ENSG00000156411.8",1646,1587,1492,1512,1584,1226,1163
"9986","ENSG00000156413.12",3.78,15.45,21.43,37.2,2,1,0
"9987","ENSG00000156414.17",56,326,2055,1616,26,0,231
"9988","ENSG00000156427.7",2,5,4,11,2,11,2
