"","gene_id","S00CWT11","S00D1D11","S00D2B11","S00D3911","S00D4711","S00D5511","S00XUN11"
"9162","ENSG00000149021.5",0,0,0,0,0,0,0
"9163","ENSG00000149043.15",0,0,0,0,0,0,0
"9164","ENSG00000149050.8",0,1,66,95,0,0,0
"9165","ENSG00000149054.13",1,58,156,188,2,0,0
"9166","ENSG00000149084.10",2270,2567,2176,3384,1839,1152,1643
"9167","ENSG00000149089.11",689,795,636,796,957,545,620
"9168","ENSG00000149090.10",0,0,0,0,0,0,0
"9169","ENSG00000149091.14",4711.37,4588.03,2227.97,2555.83,4421.05,9543.04,8280.43
"9170","ENSG00000149100.11",8786,6049,10227,11118,10161,7380,5923
"9171","ENSG00000149115.12",713,309,458,553,394,883,679
"9172","ENSG00000149124.9",0,0,0,0,0,0,0
"9173","ENSG00000149131.14",11,280,369,505,161,15,1959
"9174","ENSG00000149133.1",0,0,0,0,0,0,0
"9175","ENSG00000149136.6",3918,2787,2345,2310,2777,3027,3674
"9176","ENSG00000149150.7",684,673,812,734,866,2254,1973
"9177","ENSG00000149177.11",399,8812,500,601,5354,864,234
"9178","ENSG00000149179.12",641,519,675,739,515,638,1202
"9179","ENSG00000149182.13",5291.69,3622.12,3256.19,2828.35,3920.01,5505.02,5089.48
"9180","ENSG00000149187.16",7390,7602,7402,6762,7172,6541,7807
"9181","ENSG00000149196.14",1042.93,746.96,745.97,959,990.89,914.97,638.93
"9182","ENSG00000149201.8",36,16,37,48,39,58,68
"9183","ENSG00000149212.9",3943,4334,790,863,4416,2874,4035
"9184","ENSG00000149218.4",2458,455,320,630,1548,2251,1371
"9185","ENSG00000149231.10",2466,2249,1707,2625,2405,1338,1228
"9186","ENSG00000149243.14",11,2,13,10,51,54,39
"9187","ENSG00000149256.13",2,166,0,0,5,0,4
"9188","ENSG00000149257.12",43,58,470,347,464,648,621
"9189","ENSG00000149260.13",8,81,26,27,50,46,21
"9190","ENSG00000149262.15",2084.54,2329.82,2358.58,2394.82,3244.04,3027.52,2363.2
"9191","ENSG00000149269.8",659,6436,611,556,7090,3988,3964
"9192","ENSG00000149273.13",38133.07,27883.74,31983.37,30631.42,37857.17,40674.14,53052.66
"9193","ENSG00000149289.9",549,1309,446,403,1887,3392,2878
"9194","ENSG00000149292.15",34,195,433,373,156,206,3
"9195","ENSG00000149294.15",146,70,35,173,31,16,11
"9196","ENSG00000149295.12",0,0,0,0,0,1,0
"9197","ENSG00000149300.8",0,1,1,0,0,0,1
"9198","ENSG00000149305.5",0,0,0,1,0,0,0
"9199","ENSG00000149308.15",4973,2263,2131,3560,3016,2536,2443
"9200","ENSG00000149311.16",12999,15945,13796,15069,13024,6523,6789
"9201","ENSG00000149313.9",2349,1146,1346,1833,1857,863,1218
"9202","ENSG00000149328.13",3,43,23,26,23,2,28
"9203","ENSG00000149346.13",1458,1268,1456,1722,1211,1091,1611
"9204","ENSG00000149357.8",2708,2259,1312,1654,2060,2099,2478
"9205","ENSG00000149380.10",0,4,2,2,2,2,2
"9206","ENSG00000149403.10",0,0,0,0,0,1,0
"9207","ENSG00000149418.9",16,726,22,12,456,28,7
"9208","ENSG00000149428.17",3022,3347,2304,3094,3633,2475,2268
"9209","ENSG00000149435.11",0,0,0,0,0,0,0
"9210","ENSG00000149443.6",0,0,0,0,0,0,0
"9211","ENSG00000149451.16",0,0,0,1,0,0,0
"9212","ENSG00000149452.14",0,0,0,0,0,0,0
"9213","ENSG00000149474.12",1077.19,576.03,567.35,729.28,396.85,563.65,770.45
"9214","ENSG00000149476.13",907.57,1106.78,619.54,698.87,593.31,1115.77,1343
"9215","ENSG00000149480.5",5620,4527,2787,3085,3809,4720,5730
"9216","ENSG00000149483.10",1146,1457,1112,978,1146,1125,1192
"9217","ENSG00000149485.15",7342,2573,1771,2583,3009,1405,3323
"9218","ENSG00000149488.12",0,0,0,0,0,2,0
"9219","ENSG00000149489.7",20,35,25,22,33,48,81
"9220","ENSG00000149499.10",1160,1450,808,900,1527,3056,1949
"9221","ENSG00000149503.11",681,626,325,340,425,630,652
"9222","ENSG00000149506.9",0,0,0,0,0,0,0
"9223","ENSG00000149507.5",1,0,0,0,0,0,0
"9224","ENSG00000149516.12",240,67,2986,2436,66,8,2
"9225","ENSG00000149527.16",23,18,3,3,21,36,14
"9226","ENSG00000149531.13",122.51,360.7,202.16,178.36,199.5,208.92,411.77
"9227","ENSG00000149532.14",3219,2779,2610,2593,2943,2935,5067
"9228","ENSG00000149534.7",860,3,114,375,780,105,2
"9229","ENSG00000149541.8",689,901,570,614.99,650,1112,722
"9230","ENSG00000149547.13",1131,1270,1083,1300,1113,910,840
"9231","ENSG00000149548.13",147,361,238,304,195,171,371
"9232","ENSG00000149554.11",933,554,586,878,1100,365,652
"9233","ENSG00000149557.11",10,59,14,2,2,1,5
"9234","ENSG00000149564.10",35,15,3,2,128,699,14
"9235","ENSG00000149571.9",1,2,33,29,10,29,1
"9236","ENSG00000149573.7",0,364,10,1,321,14,1
"9237","ENSG00000149575.5",0,0,0,0,1,0,0
"9238","ENSG00000149577.14",494,2294,614,584,1530,999,692
"9239","ENSG00000149582.14",339,207,183,250,119,181,391
"9240","ENSG00000149591.15",79,653,83,84,293,166,117
"9241","ENSG00000149596.6",0,0,0,0,0,1,0
"9242","ENSG00000149599.14",6,0,6,3,3,18,2
"9243","ENSG00000149600.10",1482,1636,1625,1790,1592,2157,2100
"9244","ENSG00000149609.5",1,1,2,0,1,1,0
"9245","ENSG00000149633.10",0,0,0,0,0,0,0
"9246","ENSG00000149634.4",58,39,24,44,27,89,93
"9247","ENSG00000149635.2",0,0,0,0,0,0,0
"9248","ENSG00000149636.14",601,473,327,394,695,476,418
"9249","ENSG00000149639.13",1293,1491,1875,1635,1753,2769,3842
"9250","ENSG00000149646.11",107,142,131,111,91,103,108
"9251","ENSG00000149651.3",0,0,0,0,0,0,0
"9252","ENSG00000149654.8",0,0,0,0,0,0,0
"9253","ENSG00000149656.7",1.8,5.72,4.88,4.69,4.09,9.58,34.49
"9254","ENSG00000149657.18",1968,1563,535,669,1610,3115,1360
"9255","ENSG00000149658.16",2062,1630,1261,1380,1199,1464,1920
"9256","ENSG00000149679.10",158,201,158,163,215,234,201
"9257","ENSG00000149716.11",667,501,456,393,570,1163,830
"9258","ENSG00000149735.5",0,0,0,0,0,0,0
"9259","ENSG00000149742.8",0,0,4,3,0,0,0
"9260","ENSG00000149743.12",310,297,233,260,254,370,350
"9261","ENSG00000149761.7",523.79,833.68,306.8,519.72,802.57,1107.47,597.4
"9262","ENSG00000149781.11",3602,6448,1787,2706,5579,8840,9913
"9263","ENSG00000149782.10",318,1134,247,527,846,1188,722
"9264","ENSG00000149792.7",1320,745,713,738,693,992,1110
"9265","ENSG00000149798.4",25,346,60,191,125,115,274
"9266","ENSG00000149806.9",7571.94,9035,7142.85,7877.94,12162.96,11018.99,11179.97
"9267","ENSG00000149809.13",306,194,344,413,299,655,564
"9268","ENSG00000149823.6",2714,2000,2245,2564,2358,4185,5207
"9269","ENSG00000149922.9",25,16,12,12,12,54,67
"9270","ENSG00000149923.12",1771,2414,1014,1050,1942,2110,1725
"9271","ENSG00000149925.15",11792,17839,5914,6464,15068,17232,17812
"9272","ENSG00000149926.12",2,4,2,5,1,1,4
"9273","ENSG00000149927.16",18,45,350,179,28,44,151
"9274","ENSG00000149929.14",187,237,114,158,211,240,265
"9275","ENSG00000149930.16",2123,1096,746,974,1055,2871,2133
"9276","ENSG00000149932.15",1453,1995,1247,1489,1165,1639,1866
"9277","ENSG00000149948.12",0,3,1,1,0,0,1045
"9278","ENSG00000149968.10",0,0,0,0,0,0,0
"9279","ENSG00000149970.13",34,15,65,92,5,4,823
"9280","ENSG00000149972.9",0,0,0,0,799,2072,0
"9281","ENSG00000150045.10",111,114,4,4,18,10,6
"9282","ENSG00000150048.9",0,12,0,0,35,0,3
"9283","ENSG00000150051.12",0,0,0,0,0,0,0
"9284","ENSG00000150054.17",391,2753,2631,2823,181,58,1934
"9285","ENSG00000150076.21",152.27,129.35,247.55,255.05,99.14,82.56,103.22
"9286","ENSG00000150093.17",13679.4,10412.11,8803.27,12203.85,9801.36,3632.62,8991.93
"9287","ENSG00000150175.13",0,0,0,0,142.9,457.35,2
"9288","ENSG00000150201.13",0,0,0,0,0,0,0
"9289","ENSG00000150244.11",0,0,0,0,0,0,0
"9290","ENSG00000150261.3",0,0,0,0,0,0,0
"9291","ENSG00000150269.1",0,0,0,0,0,0,0
"9292","ENSG00000150275.16",0,0,3,1,0,0,0
"9293","ENSG00000150276.8",0,0,0,0,0,0,0
"9294","ENSG00000150281.6",2,5,11,15,1,4,13
"9295","ENSG00000150316.10",1819,1131,1551,1898,2086,1543,1279
"9296","ENSG00000150337.12",307.28,3011.09,152.68,288.12,5753.36,357.86,696.71
"9297","ENSG00000150347.13",2545,1953,2886,4304,3875,2009,3424
"9298","ENSG00000150361.10",0,0,0,0,0,0,0
"9299","ENSG00000150394.12",0,2,0,0,0,0,0
"9300","ENSG00000150401.13",985,514,745,724,556,683,1065
"9301","ENSG00000150403.16",4600,2039,3390,3896,2101,3963,3661
"9302","ENSG00000150433.8",772,675,554,619,544,559,537
"9303","ENSG00000150455.12",192,240,163,136,251,365,229
"9304","ENSG00000150456.9",126,94,127,139,140,94,71
"9305","ENSG00000150457.8",1709,2417,2330,2373,2519,3242,3105
"9306","ENSG00000150459.11",3151,3257,3323,3794,3698,2546,2589
"9307","ENSG00000150471.14",76,267,2,2,18,0,18
"9308","ENSG00000150477.13",1299,547,883,973,788,907,946
"9309","ENSG00000150510.14",1,249,48,91,38,0,4
"9310","ENSG00000150526.10",1,0,3,0,0,0,5
"9311","ENSG00000150527.15",2125,2405,1983,2190,2526.37,2033,2395
"9312","ENSG00000150540.12",0,1356,610,864,335,0,2
"9313","ENSG00000150551.10",1,1,0,0,1,4,0
"9314","ENSG00000150556.15",0,0,40,65,0,0,0
"9315","ENSG00000150593.14",14239,5648,4943,6142,5118,2489,4503
"9316","ENSG00000150594.6",35,18,6,7,0,1,46
"9317","ENSG00000150625.15",9,0,0,0,0,0,2
"9318","ENSG00000150627.14",4,32,31,4,2,1,224
"9319","ENSG00000150628.5",0,0,0,0,0,0,0
"9320","ENSG00000150630.3",9,6,1,0,17,264,0
"9321","ENSG00000150636.14",488,134,135,162,178,324,113
"9322","ENSG00000150637.7",424,268,60,91,300,65,54
"9323","ENSG00000150656.13",12,3,2,1,1,4,3
"9324","ENSG00000150667.6",40,76,67,90,73,76,49
"9325","ENSG00000150672.15",92,21,37,19,48,83,54
"9326","ENSG00000150676.11",1,0,0,0,0,1,0
"9327","ENSG00000150681.8",2009,2614,779,1122,4228,2236,258
"9328","ENSG00000150687.10",69,10,5,11,85,157,62
"9329","ENSG00000150712.9",1566,2236,1482,1857,2358,1998,2325
"9330","ENSG00000150722.9",0,2,0,0,0,0,1
"9331","ENSG00000150732.8",0,0,0,0,0,0,0
"9332","ENSG00000150750.6",0,0,0,0,0,0,0
"9333","ENSG00000150753.10",7713,6541,6092,6932,9339,6535,4481
"9334","ENSG00000150756.12",689,421,591,735,523,381,290
"9335","ENSG00000150760.11",0,3285,2633,4086,2283,181,5063
"9336","ENSG00000150764.12",72,154,445,733,196,135,1193
"9337","ENSG00000150768.14",2095,1392,1070,1619,1508,1292,1257
"9338","ENSG00000150773.9",22,25,57,96,34,47,63
"9339","ENSG00000150776.16",2423,1209,2087,2421,1825,1688,1939
"9340","ENSG00000150779.10",606,644,615,638,1183,777,394
"9341","ENSG00000150782.10",1027,1389,1389,1379,1454,1591,2668
"9342","ENSG00000150783.8",38.07,19.58,4,25,15.57,6.45,0
"9343","ENSG00000150787.6",370,849,852,825,514,273,561
"9344","ENSG00000150867.12",13792,4960,2295,2229,4510,2706,3225
"9345","ENSG00000150873.10",1,2,2,2,3,1,6
"9346","ENSG00000150893.10",0,0,0,0,0,0,0
"9347","ENSG00000150907.6",1170,593,101,97,1645,296,328
"9348","ENSG00000150938.8",102,46,1205,1131,399,638,1936
"9349","ENSG00000150961.13",925,2350,1620,2323,1900,617,1169
"9350","ENSG00000150967.16",138,120,163,192,167,296,208
"9351","ENSG00000150977.10",1675,3887,2215,1930,1788,2716,2390
"9352","ENSG00000150990.6",1632,1197,1190,965,1134,1933,2063
"9353","ENSG00000150991.13",33457,95480,48141,48476,79698,60356,76972
"9354","ENSG00000150995.16",6867,16513,11516,14991,18325,25849,14098
"9355","ENSG00000151005.4",2,105,7,4,191,4,13
"9356","ENSG00000151006.7",178.15,113.38,122.76,117.83,158.97,250,181.4
"9357","ENSG00000151012.12",146,368,361,822,18,6,261
"9358","ENSG00000151014.5",302,1034,935,786,439,197,640
"9359","ENSG00000151023.15",0,1,4,4,2,0,1
"9360","ENSG00000151025.9",0,0,0,0,0,0,0
"9361","ENSG00000151033.8",0,0,0,0,0,0,0
"9362","ENSG00000151062.13",286,1995,488,687,1053,833,465
"9363","ENSG00000151065.12",604,282,267,438,325,325,467
"9364","ENSG00000151067.19",22,17,62,26,13,54,44
"9365","ENSG00000151079.7",0,0,0,0,0,3,0
"9366","ENSG00000151090.16",0,0,22,3,0,0,0
"9367","ENSG00000151092.15",5817,4196,3785,4744,3927,3500,4139
"9368","ENSG00000151093.6",358,242,256,352,254,339,318
"9369","ENSG00000151116.15",664,593,582,797,411,126,329
"9370","ENSG00000151117.7",4,96,96,95,96,69,12
"9371","ENSG00000151131.8",281,293,370,410,269,307,413
"9372","ENSG00000151135.8",2233,268,846,1744,1332,1014,866
"9373","ENSG00000151136.13",1580,407,491,421,1136,2237,1277
"9374","ENSG00000151148.12",2802,1953,1662,1900,2071,2653,2790
"9375","ENSG00000151150.19",144,179,138,132,61,5,18
"9376","ENSG00000151151.5",1773,1779,645,1271,1189,468,964
"9377","ENSG00000151164.17",53,118.83,67,74,121,86.31,66.34
"9378","ENSG00000151176.6",212,704,449,404,851,690,378
"9379","ENSG00000151208.15",88,1039,381,571,308,334,370
"9380","ENSG00000151224.11",0,0,1,0,0,0,0
"9381","ENSG00000151229.11",278,481,500,746,30,6,672
"9382","ENSG00000151233.9",1762,926,808,1282,1692,886,875
"9383","ENSG00000151239.12",1733.72,2032.86,1939.09,2452,1615.17,661.68,914.77
"9384","ENSG00000151240.14",8,9,0,1,4,7,32
"9385","ENSG00000151247.11",5113.23,3590.02,3002.83,3895.79,3112.28,1977.93,1765.48
"9386","ENSG00000151276.22",1,0,2,4,0,0,0
"9387","ENSG00000151287.15",1177,538,439,660,560,480,352
"9388","ENSG00000151292.16",1831,2159,1913,2468,2393,1191,1905
"9389","ENSG00000151303.11",40.48,25.7,62.85,65.54,18.78,39.05,51.69
"9390","ENSG00000151304.5",1200,918,1226,1448,1398,1076,1004
"9391","ENSG00000151320.9",113,24,59,37,9,0,78
"9392","ENSG00000151322.17",0,0,0,0,1,0,0
"9393","ENSG00000151327.11",584,546,420,838,409,507,701
"9394","ENSG00000151332.17",823,526,1123,1168,587,235,550
"9395","ENSG00000151338.17",1,0,0,0,2,0,0
"9396","ENSG00000151348.12",3824,2836,2581,2760,3196,3077,4875
"9397","ENSG00000151353.13",723,606,766,783,781,609,1607
"9398","ENSG00000151360.8",1,0,0,0,0,0,1
"9399","ENSG00000151364.14",5.88,3.82,5.87,9,12.43,12,8
"9400","ENSG00000151365.2",0,0,2,0,0,0,0
"9401","ENSG00000151366.11",2198.04,1369.5,1106.13,1395,1485.25,969.04,945
"9402","ENSG00000151376.15",141,445,602,659,849,1179,1525
"9403","ENSG00000151379.3",0,0,0,1,0,0,0
"9404","ENSG00000151388.9",0,0,1,1,0,0,0
"9405","ENSG00000151413.15",678,321,758,742,427,510,363
"9406","ENSG00000151414.13",3064,3872,2249,4908,3357,1696,2588
"9407","ENSG00000151418.10",0,0,0,0,0,0,0
"9408","ENSG00000151422.11",2703,2510,3178,3682,1846,13,2769
"9409","ENSG00000151445.14",1284,722,877,1092,1427,1665,1366
"9410","ENSG00000151458.10",10120,2579,3742,5207,2621,1154,3871
"9411","ENSG00000151461.18",6680,4475,7032,6447,9489,8253,5816
"9412","ENSG00000151465.12",1877,2075,1840,2062,3552,2707,1952
"9413","ENSG00000151466.10",1770,3134,1709,1907,2920,1542,1124
"9414","ENSG00000151468.10",3,96,17,25,20,17,239
"9415","ENSG00000151470.11",789,780,486,738,647,362,299
"9416","ENSG00000151474.18",271,6,621,462,2,4,31
"9417","ENSG00000151475.5",0,0,0,0,0,0,0
"9418","ENSG00000151490.12",33,709,35,64,702,151,1115
"9419","ENSG00000151491.11",572,491,82,19,519,77,1388
"9420","ENSG00000151498.10",1378,762,956,948,895,1417,852
"9421","ENSG00000151500.13",1420,766,1201,1353,1309,1553,1065
"9422","ENSG00000151502.9",2045,1712,1298,1416,1786,2748,2682
"9423","ENSG00000151503.11",2430,1909,1644,1849,2606,2678,2197
"9424","ENSG00000151532.12",3254,2616,2876,2809,3552,3098,2538
"9425","ENSG00000151552.10",285,302,247,259,367,373,338
"9426","ENSG00000151553.13",4612,2659,6949,10238,4426,3098,5145
"9427","ENSG00000151572.15",0,0,0,0,0,0,0
"9428","ENSG00000151575.13",1067,127,484,785,219,134,743
"9429","ENSG00000151576.9",2255,1527,1469,1522,1606,1222,1643
"9430","ENSG00000151577.11",0,0,0,0,0,0,0
"9431","ENSG00000151611.12",429,252,267,360,341,225,234
"9432","ENSG00000151612.14",1412,355,1356,1158,499,625,1937
"9433","ENSG00000151615.3",0,0,0,0,0,0,0
"9434","ENSG00000151617.14",0,0,0,0,0,0,0
"9435","ENSG00000151623.13",85,88,15,7,27,7,25
"9436","ENSG00000151631.8",0,0,6,0,4,11,0
"9437","ENSG00000151632.15",0,2.12,18.77,2.13,0,1.05,0
"9438","ENSG00000151640.11",1,0,0,0,0,0,2
"9439","ENSG00000151650.7",6,1652,17,25,1590,4241,3
"9440","ENSG00000151651.14",378,7370,282,647,2386,2241,300
"9441","ENSG00000151655.16",0,0,0,0,0,0,0
"9442","ENSG00000151657.10",1163,507,655,986,863,1057,902
"9443","ENSG00000151665.11",891,671,678,1018,935,589,711
"9444","ENSG00000151687.13",689,404,628,648,366,336,445
"9445","ENSG00000151689.11",179,315,265,406,277,395,255
"9446","ENSG00000151690.13",2924,2397,3661,4410,3608,3678,5399
"9447","ENSG00000151692.13",4639,1683,4098,3509,2215,3866,5054
"9448","ENSG00000151693.8",2,604,883,1109,1087,1759,183
"9449","ENSG00000151694.11",2224,6380,6620,8465,4307,2474,6092
"9450","ENSG00000151702.15",3557,4791,4425,6284,6611,8705,8940
"9451","ENSG00000151704.14",0,2,9,14,4,12,14
"9452","ENSG00000151715.6",1,3,1,2,1,0,0
"9453","ENSG00000151718.14",2254,62,300,165,18,24,5
"9454","ENSG00000151725.10",2419,619,2074,2101,1818,1653,433
"9455","ENSG00000151726.12",1177,23271,5420,2765,12498,3105,725
"9456","ENSG00000151729.9",24,14,3,3,18,7,9
"9457","ENSG00000151743.9",228,165,254,297,181,157,186
"9458","ENSG00000151746.12",949,665,1104,1644,1354,1063,1398
"9459","ENSG00000151748.13",599.81,567.53,510.18,823.98,466.32,319,942.12
"9460","ENSG00000151773.11",245,97,126,167,139,89,196
"9461","ENSG00000151778.9",12,3,0,0,2,3,0
"9462","ENSG00000151779.11",14812,5122,6507,6929,9317,9348,9374
"9463","ENSG00000151789.8",1207,13,1,20,0,0,0
"9464","ENSG00000151790.7",7,6,0,0,0,0,0
"9465","ENSG00000151806.12",2264,1599,1859,2108,1923,1371,1336
"9466","ENSG00000151812.13",0,0,0,0,0,0,0
"9467","ENSG00000151834.14",0,3,1,0,0,0,0
"9468","ENSG00000151835.12",9837,5355,7721,10802,9630,7603,5739
"9469","ENSG00000151838.10",0,18.83,93.65,117.77,11.44,0,15.18
"9470","ENSG00000151846.8",44.1,25.02,8.01,13.07,23.08,12.01,41.02
"9471","ENSG00000151849.13",4450,1754,4733,4511,2619,3553,3516
"9472","ENSG00000151876.11",449,428,463,539,572,405,466
"9473","ENSG00000151881.13",500,375,327,602,315,220,252
"9474","ENSG00000151882.10",146,7,394,489,287,256,1411
"9475","ENSG00000151883.15",2459,6810,3875,3368,13938,13695,3736
"9476","ENSG00000151892.13",4,0,0,0,0,1,1
"9477","ENSG00000151893.13",5284,3694,3926,4519,3126,1983,3195
"9478","ENSG00000151914.16",145,5578,58731,53002,37,14,37809
"9479","ENSG00000151917.16",0,207,794,867,1,0,27
"9480","ENSG00000151923.16",4899,3340,4336,4670,4435,3314,4156
"9481","ENSG00000151929.8",5,81,10,11,305,182,1
"9482","ENSG00000151948.10",8,127,7,10,168,1,0
"9483","ENSG00000151952.13",0,0,0,0,0,0,0
"9484","ENSG00000151962.6",0,0,0,0,0,0,0
"9485","ENSG00000151963.4",0,0,0,0,0,0,0
"9486","ENSG00000151967.17",12.67,2009.93,3178.95,7040.39,604.57,250.21,1743.85
"9487","ENSG00000152034.9",0,0,0,0,0,0,0
"9488","ENSG00000152049.6",0,0,0,1,0,0,0
"9489","ENSG00000152056.15",27,257,124,229,73,68,8
"9490","ENSG00000152061.20",7557,4639,4793,5216,7673,6298,5935
"9491","ENSG00000152076.17",8.8,9.8,10.52,9,0,1,8
"9492","ENSG00000152078.8",539.23,3.07,0,0,2.01,0,24.88
"9493","ENSG00000152082.12",623.96,789.64,353.96,701.15,1235.28,1148.43,1626.05
"9494","ENSG00000152086.8",0,0,0,0,0,0,0
"9495","ENSG00000152092.14",0,0,4,0,0,0,0
"9496","ENSG00000152093.6",0,0,0,0,0,0,0
"9497","ENSG00000152102.16",4771,3165,3440,2724,2190,2112,3806
"9498","ENSG00000152104.10",33,124,11922.81,15484.74,4,1,4202
"9499","ENSG00000152117.16",574.6,707.69,737.6,460.62,584.09,945.17,1182.2
"9500","ENSG00000152127.7",2485,2399,3265,3354,2792,3499,2992
"9501","ENSG00000152128.13",0,79,84,111,204,70,0
"9502","ENSG00000152133.13",1754,1023,915,1522,2083,1308,1052
"9503","ENSG00000152137.5",0,0,0,0,0,0,0
"9504","ENSG00000152147.9",425,183,224,320,373,324,341
"9505","ENSG00000152154.9",21,12,75.36,119.7,66.88,319.88,30
"9506","ENSG00000152192.7",2463,1,5,9,4,1,0
"9507","ENSG00000152193.7",1912,630,539,967,1116,995,920
"9508","ENSG00000152207.6",77,2991,1950,3823,1493,856,667
"9509","ENSG00000152208.10",0,0,0,0,0,0,0
"9510","ENSG00000152213.3",438,526,322,448,491,412,1311
"9511","ENSG00000152214.11",0,0,0,1,0,0,0
"9512","ENSG00000152217.15",92,170,22,9,1493,39,128
"9513","ENSG00000152219.4",1283,978,1032,1307,1377,711,949
"9514","ENSG00000152223.11",7935,4450,6044,5926,6463,6908,6052
"9515","ENSG00000152229.17",2181,3410,2356,2015,2053,2571,414
"9516","ENSG00000152234.14",16907,13132,12435,14373,17387,16098,16306
"9517","ENSG00000152240.11",755,665,841,1020,917,595,561
"9518","ENSG00000152242.9",4723,3860,5856,6151,4903,3448,4311
"9519","ENSG00000152253.7",29,65,20,14,65,8,15
"9520","ENSG00000152254.9",0,0,0,2,1,1,0
"9521","ENSG00000152256.12",3467,5470,2805,2792,7204,5537,7164
"9522","ENSG00000152266.5",0,0,0,0,0,0,0
"9523","ENSG00000152270.7",8448,1919,5103,2161,3548,5003,5185
"9524","ENSG00000152284.4",3,5,1,1,0,1,0
"9525","ENSG00000152291.12",11526,12343,8168,7244,11255,10507,13609
"9526","ENSG00000152292.15",0,7,4,2,1,4,4
"9527","ENSG00000152315.4",0,8,0,2,32,2,0
"9528","ENSG00000152332.14",12772,9975,6335,7909,9171,4502,5622
"9529","ENSG00000152348.14",633,271,725,1074,513,493,378
"9530","ENSG00000152359.13",772,416,511,630,664,671,773
"9531","ENSG00000152377.11",0,73,20,6,15,1,0
"9532","ENSG00000152380.8",7,241,48,65,50,2,4
"9533","ENSG00000152382.5",1176,656,1040,1343,943,547,648
"9534","ENSG00000152402.9",9,0,0,0,1,0,0
"9535","ENSG00000152404.14",1928,1580,1839,1764,2327,2030,1872
"9536","ENSG00000152409.8",2757,1474,1688,1754,149,69,2223
"9537","ENSG00000152413.13",131,121,140,188,14,10,17
"9538","ENSG00000152422.14",484,960,458,654,844,397,370
"9539","ENSG00000152430.16",0,0,0,0,0,0,0
"9540","ENSG00000152433.13",256.22,50.08,55.36,129.84,108.62,246.24,182.1
"9541","ENSG00000152439.11",570.36,243.84,622.85,558.3,289.9,411.5,731.79
"9542","ENSG00000152443.11",2543.85,1095,2278,2253,1976.02,1999.85,2572
"9543","ENSG00000152454.3",739,372,951,704,580,377,957
"9544","ENSG00000152455.14",792,253,348,561,713,443,409
"9545","ENSG00000152457.16",2214,1179,1721,1857,1576,2640,2125
"9546","ENSG00000152463.13",1,0,19,0,0,0,0
"9547","ENSG00000152464.13",404,208,225,325,258,361,298
"9548","ENSG00000152465.16",522,37,442,295,48,27,323
"9549","ENSG00000152467.8",0,0,2,0,0,0,0
"9550","ENSG00000152475.6",27,12,9,25,15,24,66
"9551","ENSG00000152484.12",4748,2961,3408.98,4714,2412,1227,2813
"9552","ENSG00000152492.12",723,62,1966,2149,34,6,13
"9553","ENSG00000152495.9",324,317,13,16,120,8,12
"9554","ENSG00000152503.8",9,170,12,26,31,3,21
"9555","ENSG00000152518.6",9327,9501,19275,11805,6661,5436,15302
"9556","ENSG00000152520.12",11509,10002,15515,16819,10468,10196,12175
"9557","ENSG00000152527.12",3,1,2,0,0,0,0
"9558","ENSG00000152556.14",611,70,146,166,49,63,107
"9559","ENSG00000152558.13",11747,21216,14072,19617,15616,11022,8837
"9560","ENSG00000152578.11",0,0,0,0,0,0,0
"9561","ENSG00000152580.8",6,4651,15435,18469,83,150,54
"9562","ENSG00000152582.11",434,366,476,559,552,355,802
"9563","ENSG00000152583.11",0,0,0,0,2,0,0
"9564","ENSG00000152591.11",0,0,0,1,0,2,0
"9565","ENSG00000152592.12",0,0,1,1,2,0,0
"9566","ENSG00000152595.15",0,0,0,0,0,0,0
"9567","ENSG00000152601.16",30439,36264,19211,22325,43355,23148,18371
"9568","ENSG00000152611.10",5,0,0,1,2,0,1
"9569","ENSG00000152620.11",3697,1171,1044,1598,1054,675,1467
"9570","ENSG00000152642.9",448,1219,752,836,984,779,478
"9571","ENSG00000152661.7",0,0,0,0,290.98,88,1
"9572","ENSG00000152669.8",0,0,0,2,1,2,0
"9573","ENSG00000152670.17",4,0,5,7,0,0,3
"9574","ENSG00000152672.6",0,41,7,2,100,1,3
"9575","ENSG00000152683.13",2851,1187,1108,1889,1448,946,838
"9576","ENSG00000152684.10",687.7,340,170.87,194,228,340,412
"9577","ENSG00000152689.16",294,1424,8617,5672,531,2745,4626
"9578","ENSG00000152700.12",2171.32,2505,1383.45,1868.38,2195.98,1394,1263.65
"9579","ENSG00000152705.7",19.75,7.22,13.73,13.87,14.39,17.94,14.66
"9580","ENSG00000152749.7",1171,707,718,1494,757,546,517
"9581","ENSG00000152760.8",446,15,1124,765,1113,803,1468
"9582","ENSG00000152763.15",137,69,351,533,132,90,122
"9583","ENSG00000152766.5",15,119,3,7,58,0,8
"9584","ENSG00000152767.14",6,2,12,9,19,11,5
"9585","ENSG00000152778.8",1094,2959,1042,1379,2647,1388,1241
"9586","ENSG00000152779.13",1,0,0,0,0,0,0
"9587","ENSG00000152782.15",634,391,181,615,127,181,152
"9588","ENSG00000152784.14",171,713,397,518,456,1019,993
"9589","ENSG00000152785.6",959,4,4,1,0,0,7
"9590","ENSG00000152795.16",16501,14519,14367,16682,12458,11546,11623
"9591","ENSG00000152804.9",2627,2477,2030,3120,2171,1862,3516
"9592","ENSG00000152818.17",19483,32824,26521,26656,49996,44476,33432
"9593","ENSG00000152822.12",13,3,4,2,2,1,0
